Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Ürün derecelendirmesi sayısı (product.metafields.reviews.rating_count),Etkinlik (product.metafields.shopify.occasion),Koku (product.metafields.shopify.scent),Mevsim (product.metafields.shopify.season),Hedef Cinsiyet (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
sare-m-117-paris-zerafeti,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,1,deny,manual,1200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-m-102-akiskan-yakut,Sare - M-112 Akışkan Yakut - MFK Baccarat Rouge 540 Extrait'den İlham Alan Unisex Parfüm,"<p>Bu parfüm, modern niş parfümeriyi tek başına değiştiren ve bir ""fenomen"" haline gelen Baccarat Rouge 540'ın daha zengin, daha yoğun ve daha derin ""Extrait"" (Ekstre) versiyonundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Akışkan Yakut, orijinalinin o ""havadar"" yanık şeker DNA'sını alır ve onu kavrulmuş acı badem ve yoğun safranla zenginleştirir.</i> Bu koku, ""şeffaf"" değil; bu, daha karanlık, daha kremsi ve reçineli bir aura.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun (Parfümör: Francis Kurkdjian) adı, Baccarat kristallerinin o ikonik kırmızı rengini alması için gereken sıcaklıktan gelir: 540°C. Bu ""Extrait"" versiyonu, o meşhur ""steril"" veya ""dişçi"" hissini (safran/ambergris) korurken, acı badem ekleyerek kokuyu daha ""gurme"" ve daha az ""metalik"" bir yöne çekmiştir.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Amber Çiçeksi Gurme</li>
<li>
<b>Üst Notalar:</b> Acı Badem, Safran</li>
<li>
<b>Orta Notalar:</b> Mısır Yasemini, Sedir Ağacı</li>
<li>
<b>Alt Notalar:</b> Ambergris (Ambar), Misk, Odunsu Notalar</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■■■ [10/10]<br>
Yayılım: ■■■■■■■■■■ [10/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂, Gece 🌙
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""performans"" kelimesinin tanımıdır. Kalıcılığı ve yayılımı ""güçlü"" değil, ""nükleer"" seviyededir. Orijinal EDP'yi seven ancak daha az ""metalik"" ve daha ""kremsi"" bir yorum arayanlar içindir. Bu koku ya ""yanık şekerli pamuk"" ya da ""lüks doktor muayenehanesi"" olarak algılanır; ortası yoktur ve tam da bu yüzden bir fenomendir.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""fark edilmek"" istediğiniz anlar içindir. Kalabalık bir gala, özel bir davet veya ""imza"" kokunuzun sizden önce odaya girmesini istediğiniz her an için tasarlanmıştır.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, MFK Baccarat Rouge 540 Extrait kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Acı Badem, Ambergris, Baccarat Rouge 540 Muadili, BR540 Extrait Muadili, Canavar Yayılım, Francis Kurkdjian, İkonik Koku, İltifat Mıknatısı, Kalıcı Parfüm, MFK Muadili, Safran, Sare-Akiskan-Yakut, Unisex Parfüm, Yanık Şeker",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,0,deny,manual,700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,,,,,,,,,,,,,,romantik; ofis,,kis; sonbahar,uniseks,,kg,,,active
sare-m-102-akiskan-yakut,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,0,deny,manual,1200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-m-126-egzotik-ruya,Sare - M-126 Egzotik Rüya - Mancera Coco Vanille'den İlham Alan Kadın Parfümü,"<p>Bu parfüm, Parisli niş marka Mancera'nın ""performans"" odaklı kokularından biri olan Coco Vanille'den ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. Bu koku, tropikal bir ""tatil"" kokusunun güçlü ve gurme yorumudur.</p>
<p><i>Egzotik Rüya, lüks bir güneş kreminin o ""Tiare çiçeği"" kokusunun, yoğun Hindistan cevizi sütü ve vanilya ile birleşmesidir.</i> Bu koku, ""hafif"" veya ""sulu"" değil; bu, tatlı, kremsi ve son derece kalıcı bir tropikal imza.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Mancera (ve kardeş markası Montale), ""Fransız parfümerisi"" ile ""Arap parfümerisinin"" yüksek performans (kalıcılık ve yayılım) sevgisini birleştirmesiyle ünlüdür. Coco Vanille (2016), ""güneş kremi"" (Tiare/Hindistan Cevizi) kokusunu alıp, onu ""Mancera"" seviyesinde bir kalıcılık bombasına dönüştüren bir örnektir.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Tatlı Gurme (Tropikal)</li>
<li>
<b>Üst Notalar:</b> Hindistan Cevizi, Beyaz Şeftali</li>
<li>
<b>Orta Notalar:</b> Tiare Çiçeği, Ylang-Ylang, Yasemin</li>
<li>
<b>Alt Notalar:</b> Madagaskar Vanilyası, Beyaz Misk</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■■□ [9/10]<br>
Yayılım: ■■■■■■■■■□ [9/10]<br>
Mevsim: Yaz ☀️, İlkbahar 🌸
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""doğal"" veya ""tuzlu"" bir sahil kokusu arayanlar için değildir. Bu, ""tatlı"" ve ""kremsi"" bir güneş kremi kokusu arayanlar içindir. Performansı, bir yaz kokusu için şaşırtıcı derecede yüksektir. ""Tropikal bir tatil gibi kokmak istiyorum"" diyenler için ideal bir seçimdir. Yoğun tatlılığı nedeniyle sıcakta dikkatli kullanılmalıdır.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""tatil"" ve ""eğlence"" içindir. Karayipler'de bir plaj partisi veya güneşli bir günde modunuzu yükseltmek için uygundur.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Mancera Coco Vanille kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Coco Vanille Muadili, Gurme Koku, Güneş Kremi Kokusu, Güçlü Koku, Hindistan Cevizi Kokusu, Kadın Parfümü, Kalıcı Parfüm, Mancera Muadili, Sare-Egzotik-Ruya, Tatlı Parfüm, Tiare Çiçeği, Vanilya, Yaz Parfümü",true,Yoğunluk,Eau De Parfum (EDP),,ML,50,,,,,"",0.0,shopify,1,deny,manual,500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/beyaz_tema.jpg?v=1762864049,1,"",false,,,,,,,,,,,,,,,,her-gun-2; spor; gundelik; romantik,cicek; meyveli,yaz; ilkbahar,kadin,,kg,,,active
sare-m-126-egzotik-ruya,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,0,deny,manual,900.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-m-133-kizil-kaya,Sare - M-133 Kızıl Kaya - MAB Ganymede Extrait'den İlham Alan Unisex Parfüm,"<p>Bu parfüm, Marc-Antoine Barrois'nın (MAB) kült fenomeni haline gelen Ganymede'in daha derin, daha sıcak ve daha karanlık ""Extrait"" (Ekstre) versiyonundan (2023) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Kızıl Kaya, orijinalinin o ""mineralik"" ve ""metalik"" süet (deri) kokusunu alır, ancak onu ölmez otu (immortelle) ve mür (myrrh) reçinesinin o baharatlı, sıcak ve ""kızıl"" ateşiyle zenginleştirir.</i> Bu koku, ""soğuk"" değil, ""kor"" gibi sıcaktır.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Orijinal Ganymede (2019), parfümör Quentin Bisch tarafından ""Jüpiter'in kayalık uydusu Ganymede"" ilhamıyla, ""metalik ve soğuk"" bir koku olarak yaratılmıştı. Bu ""Extrait"" versiyonunda ise Bisch, o mineralik DNA'yı koruyup, ""ölmez otu"" (curry gibi kokabilen baharatlı bir nota) ve ""tütsü"" ekleyerek, o soğuk kayayı ""volkanik"" ve ""kızıl"" bir gezegene dönüştürmüştür.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Baharatlı Deri (Mineralik)</li>
<li>
<b>Üst Notalar:</b> Tütsü, Mür (Myrrh), Mandalina</li>
<li>
<b>Orta Nota:</b> Ölmez Otu (Immortelle)</li>
<li>
<b>Alt Notalar:</b> Akigalawood (Paçuli Molekülü), Safraleine (Deri/Safran Akoru)</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■■■ [10/10]<br>
Yayılım: ■■■■■■■■■■ [10/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""herkesin seveceği"" bir koku değildir. Bu, bir ""meydan okuma""dır. Orijinal Ganymede'in o ""lüks dergi kağıdı"" kokusunu seven ancak daha karanlık, daha baharatlı ve daha ""niş"" bir yorum arayanlar içindir. Ölmez otu notası belirgindir ve kokuya ""sıcak-baharatlı"" bir karakter verir. Performansı nükleer seviyededir.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""farklı"" olmak içindir. Soğuk bir gecede, avangart bir sanat galerisi açılışı veya ""bu parfümün adı ne?"" sorusunu duymak istediğiniz anlar içindir.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, MAB Ganymede Extrait kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Baharatlı Parfüm, Canavar Yayılım, Deri Kokusu, Ganymede Extrait Muadili, Immortelle, Kalıcı Parfüm, MAB Muadili, Mineralik Koku, Niş Parfüm, Quentin Bisch, Sare-Kizil-Kaya, Unisex Parfüm, Ölmez Otu",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,0,deny,manual,700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,479,,,,,,,,,,,,,gece; romantik; ozel-durum,odunsu; baharatli; tutsu; deri,sonbahar; kis; ilkbahar; yaz,uniseks,,kg,,,active
sare-m-133-kizil-kaya,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,0,deny,manual,1200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-m-150-java-mabeti,Sare - M-150 Java Mabeti - Memo Kedu'dan İlham Alan Unisex Parfüm,"<p>Bu parfüm, Parisli niş marka Memo'nun ""Graines Vagabondes"" (Göçebe Tohumlar) koleksiyonundan, o ""zen"" ve ""meditatif"" hissiyle bilinen Kedu'dan (2014) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Java Mabeti, kavrulmuş susam tohumlarının o ""fındıksı"" (nutty) kokusunun, greyfurtun keskin ferahlığıyla buluşmasıdır.</i> Bu koku, ""klasik"" bir narenciye değil; bu, maté çayı ve beyaz misk ile desteklenen, kremsi, aromatik ve sakin bir aura.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun (Parfümör: Alienor Massenet) ilhamı, Endonezya'nın Java adasındaki ""Kedu"" ovası ve orada bulunan kutsal ""Borobudur"" tapınağıdır. Parfümün ""olayı"", parfüm dünyasında nadiren başrolde kullanılan ""susam"" tohumunu ana nota yapmasıdır. Susam, o ""kutsal mabedin"" ve ""zen"" hissinin fındıksı, sakin ve topraksı yönünü temsil eder.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Aromatik Gurme (Narenciyeli)</li>
<li>
<b>Üst Notalar:</b> Greyfurt, Mandalina, Neroli</li>
<li>
<b>Orta Notalar:</b> Susam (Sesame), Maté Çayı, Frezya, Şakayık</li>
<li>
<b>Alt Notalar:</b> Beyaz Misk, Meşe Yosunu</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■□□□□ [6/10]<br>
Yayılım: ■■■■■□□□□□ [5/10]<br>
Mevsim: İlkbahar 🌸, Yaz ☀️
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""performans canavarı"" arayanlar için değildir. Bu, ""huzur"" arayanlar içindir. Susam notasının o fındıksı, kremsi ve hafif kavrulmuş kokusu, onu diğer taze kokulardan ayırır. ""Farklı"" ama ""güvenli"" bir yaz kokusu arayanlar için idealdir. Performansı ılımlıdır ve bir ten kokusu gibi davranır.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""meditasyon"" veya ""kafa dinleme"" anları içindir. Sakin bir hafta sonu sabahı, bir yoga seansı veya stresten uzaklaşmak istediğiniz anlar için uygundur.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Memo Kedu kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Alienor Massenet, Aromatik, Greyfurt, Gurme, Kedu Muadili, Meditatif Koku, Memo Muadili, Niş Parfüm, Sare-Java-Mabeti, Susam Notalı, Taze Koku, Unisex Parfüm, Yaz Parfümü, Zen Koku",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,1,deny,manual,700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,,,,,,,,,,,,,,her-gun-2; gundelik; ozel-durum; diger; resmi,narenciye; cicek; misk,ilkbahar; yaz; sonbahar,uniseks,,kg,,,active
sare-m-150-java-mabeti,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,1,deny,manual,1200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-m-151-gunes-festivali,Sare - M-151 Güneş Festivali - Memo Tamarindo'dan İlham Alan Unisex Parfüm,"<p>Bu parfüm, Parisli niş marka Memo'nun ""Graines Vagabondes"" (Göçebe Tohumlar) koleksiyonundan, Kosta Rika'daki Tamarindo şehrinin o ""jungle"" ve ""plaj"" ruhunu yakalayan kokusundan (2018) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Güneş Festivali, sulu bir ananasın ve yasemin çiçeğinin, kakulenin (cardamom) sıcak baharatlılığıyla buluştuğu tropikal bir kokteyldir.</i> Bu koku, ""hafif"" bir yaz kokusu değil; bu, vanilya ve paçuli ile derinleşen, kalıcı ve neşeli bir ""parti"" kokusudur.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Meyveli Baharatlı (Tropikal)</li>
<li>
<b>Üst Notalar:</b> Ananas, Mandalina, Portakal, Bergamot</li>
<li>
<b>Orta Notalar:</b> Yasemin, Hindistan Cevizi, Şeftali, Ylang-Ylang</li>
<li>
<b>Alt Notalar:</b> Kakule (Cardamom), Vanilya, Paçuli</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■□□ [8/10]<br>
Yayılım: ■■■■■■■■□□ [8/10]<br>
Mevsim: Yaz ☀️, İlkbahar 🌸
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""sakin"" veya ""temiz"" bir yaz kokusu arayanlar için değildir. Bu, ""tropikal bir parti"" arayanlar içindir. Ananas ve Hindistan cevizinin tatlılığı, kakule ve paçuli ile dengelenerek ""basit"" bir meyve salatası olmaktan çıkar. Performansı, bir yaz kokusu için güçlüdür ve iltifat almak için tasarlanmıştır.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""tatil"" ve ""eğlence"" içindir. Karayipler'de bir plaj partisi veya güneşli bir günde modunuzu yükseltmek için idealdir.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Memo Tamarindo kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Ananas Notalı, Gurme, Kalıcı Parfüm, Memo Muadili, Meyveli, Neşeli Koku, Parti Kokusu, Sare-Gunes-Festivali, Tamarindo Muadili, Tatil Kokusu, Tropik Koku, Unisex Parfüm, Yaz Parfümü",true,Yoğunluk,Eau De Parfum,,ML,50,,,,,"",0.0,shopify,2,deny,manual,700.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,479,,,,,,,,,,,,,her-gun; gundelik; romantik; her-gun-1,meyveli; cicek,ilkbahar; yaz,uniseks,,kg,,,active
sare-m-151-gunes-festivali,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,2,deny,manual,1200.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-m-166-sekerli-kahve,Sare - M-166 Şekerli Kahve - Montale Intense Cafe'den İlham Alan Unisex Parfüm,"<p>Bu parfüm, Parisli niş marka Montale'nin ""performans canavarı"" olarak bilinen ve markanın popüler kokularından biri olan Intense Cafe'den (2013) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur.</p>
<p><i>Şekerli Kahve, taze demlenmiş bir kahvenin üzerine dökülen reçineli, ""şekerli"" bir Türk gülüdür.</i> Bu koku, ""acı"" bir kahve değil; bu, vanilya, amber ve misk ile yumuşatılmış, yoğun ve tatlı bir gurme imzasıdır.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun (Parfümör: Pierre Montale) ""olayı"", ismindeki ""Kafe"" (Cafe) kelimesinin yanıltıcı olmasıdır. Çoğu kullanıcı, kahve notasını sadece açılışta kısa bir süre hisseder. Parfümün asıl karakteri, kahvenin desteklediği, yoğun, reçineli ve ""tatlı"" bir güldür. Bu, bir ""kahve kokusu""ndan çok, ""kahveli bir gül"" kokusudur.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Oryantal Gurme (Gül/Kahve)</li>
<li>
<b>Üst Nota:</b> Çiçeksi Notalar</li>
<li>
<b>Orta Notalar:</b> Gül, Kahve</li>
<li>
<b>Alt Notalar:</b> Vanilya, Beyaz Misk, Amber</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■■■ [10/10]<br>
Yayılım: ■■■■■■■■■■ [10/10]<br>
Mevsim: Kış ❄️, Sonbahar 🍂
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, ""hafif"" veya ""sakin"" bir koku değildir. Bu, Montale DNA'sını taşıyan bir ""performans canavarıdır"". Odayı doldurur ve giysilerde günlerce kalır. Tatlı, gurme ve gül kokularını sevenler için ideal bir ""kış kalkanı""dır. İltifat almayı garanti eden, güçlü bir imzadır.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""soğuk havalar"" ve ""fark edilmek"" içindir. Karlı bir kış gecesinde dışarı çıkmak veya kalabalık bir ortamda ""ben buradayım"" demek için tasarlanmıştır.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Montale Intense Cafe kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","Gurme, Gül, Intense Cafe Muadili, İltifat Alan Parfüm, Kahve, Kalıcı Parfüm, Kış Parfümü, Montale Muadili, Sare-Sekerli-Kahve, Sıcak Koku, Unisex Parfüm, Yayılımı Yüksek",true,Yoğunluk,Eau De Parfum (Edp),,ML,50,,,,,"",0.0,shopify,1,deny,manual,500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,,,,,,,,,,,,,,aksam-davetleri; ozel-durum; gece; romantik,gourmand; cicek; gul; oryantal,sonbahar; kis,uniseks,,kg,,,active
sare-m-166-sekerli-kahve,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,1,deny,manual,900.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
sare-m-173-kis-masali,Sare - M-173 Kış Masalı - Maison Margiela By the Fireplace'den İlham Alan Unisex Parfüm,"<p>Bu parfüm, Maison Margiela'nın ""Replica"" (Kopya) serisinin en popüler ve sevilen kokularından biri olan By the Fireplace'den (2015) ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. Bu koku, bir ""anı"" şişelemek için tasarlanmıştır.</p>
<p><i>Kış Masalı, yanan bir şömineden gelen o ""dumanlı"" odun kokusunun, ateşte kavrulan ""kestane"" ve vanilyanın o tatlı, gurme sıcaklığıyla buluşmasıdır.</i> Bu koku, keskin bir tütsü değil; bu, yenilebilir, konforlu ve nostaljik bir sıcaklık.</p>
<p><b>Bunu Biliyor muydunuz?</b></p>
<p>Bu kokunun (Parfümör: Marie Salamagne) ""olayı"", ait olduğu ""Replica"" koleksiyonunun felsefesidir. Koleksiyondaki her parfüm, ""Beach Walk"" (Plaj Yürüyüşü) veya ""Jazz Club"" gibi, belirli bir anı ve yeri kopyalamayı amaçlar. Bu parfümün etiketinde de ""Chamonix, 1971"" yazar ve amacı, o ""anı"" (1971'de Chamonix'de bir şömine başı) kokusal olarak yeniden yaratmaktır.</p>
<p><b>Koku Profili</b></p>
<ul>
<li>
<b>Koku Ailesi:</b> Odunsu Gurme (Dumanlı/Tatlı)</li>
<li>
<b>Üst Notalar:</b> Karanfil, Pembe Biber, Portakal Çiçeği</li>
<li>
<b>Orta Notalar:</b> Kestane, Ardıç, Guaiac Ağacı</li>
<li>
<b>Alt Notalar:</b> Vanilya, Peru Balsamı, Kaşmir</li>
</ul>
<p><b>Performans</b></p>
<p>
Kalıcılık: ■■■■■■■■□□ [8/10]<br>
Yayılım: ■■■■■■■□□□ [7/10]<br>
Mevsim: Kış ❄️ (Sadece soğuk günler)
</p>
<p><b>Kullanım ve Karakter (Uzman Yorumu)</b></p>
<p>Bu, piyasadaki ""konfor"" ve ""kış nostaljisi"" kokularının zirvesidir. Açılıştaki dumanlılık bazılarını şaşırtsa da, koku hızla o bağımlılık yapıcı kavrulmuş kestane ve vanilya temeline oturur. ""Seksi"" veya ""resmi"" olmaktan çok, ""huzurlu"" ve ""sıcak"" bir kokudur. Soğuk havalarda bir battaniye gibi sarar.</p>
<p><b>Ne Zaman?</b></p>
<p>Bu koku, ""kış"" içindir. Karlı bir günde evde oturmak, şömine başında kitap okumak veya ""Noel/Yılbaşı"" ruhunu hissetmek için idealdir.</p>
<hr>
<p><small><b>Not:</b> Bu ürün, Maison Margiela By the Fireplace kokusundan ilham alınarak yaratılmış özgün bir Sareparfum yorumudur. İlham alınan marka ile herhangi bir ticari bağlantısı yoktur.</small></p>",sareparfum,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"","By the Fireplace Muadili, Dumanlı Koku, Gurme, Huzur Kokusu, Kalıcı Parfüm, Kestane Notalı, Konfor Kokusu, Kış Parfümü, M-108, Maison Margiela Muadili, Odunsu, Sare-Kis-Masali, Unisex Parfüm, Vanilya Notalı",true,Yoğunluk,Eau De Parfum (Edt),,ML,50,,,,,"",0.0,shopify,4,deny,manual,500.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0924/6844/5473/files/unisex4.jpg?v=1762867565,1,"",false,,,,,,,,,,,,,,,,aksam-davetleri; her-gun-1; ozel-durum,odunsu; dumanli; vanilya,kis; sonbahar,uniseks,,kg,,,active
sare-m-173-kis-masali,,,,,,,,,Extrait De Parfum,,,50,,,,,"",0.0,shopify,4,deny,manual,900.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
